file,oracle_cosim,reverse_oracle_cosim,function_node_id,function_size,program_size,function_ratio,actual,predicted,confidence_score
live_test/github_java/sort_function/1/108.java,0.09614518826682954,0.17011892674620108,252,127,254,0.5,1,9,4.5241766e-05 2.4596677e-05 3.3355973e-05 7.87371e-06 0.0011352468 6.9969683e-06 0.0036863717 3.938113e-05 0.9949911 2.9815305e-05
live_test/github_java/sort_function/1/92.java,0.1847337903933755,0.12514301382391368,365,348,367,0.9482288828337875,1,3,0.0034656152 0.000616858 0.96041286 0.0020350958 0.0160177 0.00030411792 0.0016986901 0.003066919 0.011203804 0.001178354
live_test/github_java/sort_function/1/63.java,0.1949252042369691,0.09859030552695992,208,186,210,0.8857142857142857,1,1,0.9758942 1.10105475e-05 1.2903823e-06 1.5036248e-05 3.0723204e-06 1.11712e-05 0.023972824 8.9886635e-06 6.231324e-07 8.184268e-05
live_test/github_java/sort_function/1/76.java,0.12410172494257504,0.16019475787592782,149,127,243,0.522633744855967,1,1,0.7214521 0.051171973 0.007129697 0.007913222 0.03318276 0.011665992 0.07759796 0.037091333 0.005698372 0.04709659
live_test/github_java/sort_function/1/61.java,0.1782239498455791,0.18807906665299778,166,139,168,0.8273809523809523,1,10,0.059396416 0.06027763 0.023108976 0.03292254 0.047562666 0.041054226 0.24431409 0.058603596 0.004606633 0.42815322
live_test/github_java/sort_function/1/16.java,0.17632969627271514,0.16484430121532642,174,147,176,0.8352272727272727,1,1,0.5041898 0.0058373082 0.007340869 0.00023066775 0.004733189 0.0081255585 0.45619974 0.007918191 0.00362828 0.001796498
live_test/github_java/sort_function/1/20.java,0.11714845317372938,0.16941038958690707,158,133,252,0.5277777777777778,1,7,0.3795643 0.014373585 0.0030770355 0.0028272222 0.013186645 0.0064818757 0.54738814 0.01097485 0.003510531 0.018615829
live_test/github_java/sort_function/1/103.java,0.11655957123879139,0.1921290578807513,161,149,267,0.5580524344569289,1,1,0.86120623 0.0005951629 0.00066976267 0.00018128936 0.0075249528 0.0077381334 0.11925692 0.0004308861 0.0002784327 0.0021181195
live_test/github_java/sort_function/1/97.java,0.13081274233997303,0.18799228349333494,196,171,198,0.8636363636363636,1,1,0.61490774 6.670566e-05 0.00016169433 7.208861e-05 0.38212493 0.00017294972 0.00026424942 7.6504606e-05 0.0018776461 0.00027550774
live_test/github_java/sort_function/2/106.java,nan,0.19616600312345917,None,1,580,0.0017241379310344827,2,2,2.8400452e-08 0.99997413 2.3416224e-08 1.5980017e-09 2.4355012e-08 2.5534838e-08 3.5115042e-09 2.5577454e-05 1.1367876e-07 8.460906e-09
live_test/github_java/sort_function/2/91.java,0.023522885956773543,0.2035775282185852,81,59,651,0.09062980030721966,2,2,2.459851e-09 0.99975866 2.1633481e-11 7.998189e-11 9.504476e-12 1.511573e-09 2.466493e-10 0.00024128775 6.8359204e-14 2.1714661e-12
live_test/github_java/sort_function/2/15.java,0.09639740340790658,0.1713666520476555,614,106,616,0.17207792207792208,2,2,3.1898646e-12 1.0 6.7176375e-13 1.2555605e-13 2.096072e-14 5.441241e-09 5.6294146e-13 5.580128e-11 4.2052915e-16 1.765094e-13
live_test/github_java/sort_function/2/22.java,0.02217117347637867,0.1879718942843427,117,90,888,0.10135135135135136,2,2,8.5165815e-14 0.9999857 4.8956526e-11 2.7110475e-10 4.179032e-11 7.396383e-11 1.396114e-13 1.4258201e-05 2.1217693e-10 2.7824286e-11
live_test/github_java/sort_function/2/46.java,0.07703967996679505,0.18334195591123814,246,223,533,0.41838649155722324,2,2,2.760377e-06 0.9969433 4.296792e-07 1.9116085e-06 4.1201318e-07 8.429443e-06 1.5550639e-06 0.0030402616 7.3797295e-08 9.1494064e-07
live_test/github_java/sort_function/2/70.java,0.026302525493819503,0.20073140823050326,72,52,657,0.0791476407914764,2,8,3.9027082e-10 0.0421414 3.288493e-09 2.71324e-06 8.008066e-10 1.1322775e-09 2.7269378e-09 0.95785594 8.340026e-10 9.198523e-10
live_test/github_java/sort_function/2/12.java,0.07188417911162576,0.17553428294607767,548,123,647,0.1901081916537867,2,2,1.6687884e-11 0.9999994 1.9501045e-10 7.6661005e-10 2.765036e-10 5.7901206e-10 1.6467185e-11 5.7651033e-07 7.772549e-10 3.0122346e-10
live_test/github_java/sort_function/2/5.java,0.05129698235875967,0.16506332809860016,172,152,525,0.2895238095238095,2,10,1.0662217e-05 0.017399104 3.217998e-05 1.7664354e-06 6.33999e-05 1.5242002e-05 3.5821986e-06 8.56913e-06 0.025507774 0.9569577
live_test/github_java/sort_function/2/33.java,0.03290079224749936,0.188161211255894,154,48,635,0.07559055118110236,2,2,6.5509456e-09 0.99985325 6.5307565e-10 5.956552e-09 9.253824e-11 0.00014384366 4.190169e-08 2.9033479e-06 6.316698e-12 7.0045316e-09
live_test/github_java/sort_function/2/42.java,0.09336356964716112,0.1755671526887767,614,106,616,0.17207792207792208,2,2,1.0958679e-12 1.0 2.2495261e-13 7.161418e-15 4.7947613e-15 1.7543128e-10 3.047483e-13 8.450906e-11 4.932019e-16 1.8114233e-14
live_test/github_java/sort_function/2/19.java,0.016940994913691613,0.198659819526349,71,51,608,0.08388157894736842,2,8,2.9059941e-09 0.4343104 4.1023944e-09 2.1610031e-08 1.6890356e-09 5.523724e-09 1.4801063e-09 0.5656896 1.4501834e-09 2.7411573e-09
live_test/github_java/sort_function/2/71.java,0.08054493797674037,0.1735150611155149,120,98,564,0.17375886524822695,2,2,2.7035359e-08 0.99977547 3.431522e-08 3.325076e-08 1.4192741e-08 4.0487848e-08 1.2668143e-07 0.00022424605 5.32567e-09 2.1672534e-08
live_test/github_java/sort_function/2/7.java,0.11650820004256475,0.1456358957921328,321,298,628,0.4745222929936306,2,2,1.5765151e-08 0.99999774 3.0579015e-11 4.655148e-10 3.3272153e-13 1.9217769e-06 2.970317e-07 1.0302816e-08 4.064416e-13 1.2262085e-09
live_test/github_java/sort_function/2/125.java,0.01589458444917303,0.21102883880457093,257,76,666,0.11411411411411411,2,6,6.230723e-05 0.4877574 1.3260338e-06 2.0342196e-07 5.907599e-08 0.51217157 7.5400663e-07 6.191235e-06 6.337342e-10 1.853574e-07
live_test/github_java/sort_function/2/89.java,0.04160947432844242,0.2032903592286896,137,115,671,0.17138599105812222,2,2,5.4759156e-11 1.0 4.1714284e-12 4.812755e-12 2.6068096e-13 1.2563757e-08 4.75487e-12 4.5234767e-08 1.2917516e-14 2.9494546e-13
live_test/github_java/sort_function/2/101.java,0.07188417911162576,0.17553428294607767,548,123,647,0.1901081916537867,2,2,1.6687884e-11 0.9999994 1.9501045e-10 7.6661005e-10 2.765036e-10 5.7901206e-10 1.6467185e-11 5.7651033e-07 7.772549e-10 3.0122346e-10
live_test/github_java/sort_function/2/63.java,0.09463024743201881,0.17773302431601948,122,98,408,0.24019607843137256,2,2,2.946029e-07 0.9999964 8.462518e-08 5.967675e-09 2.1744313e-09 1.259512e-06 1.7436992e-07 1.7171528e-06 8.9588775e-10 2.7097558e-08
live_test/github_java/sort_function/2/76.java,0.12934528254469937,0.12767744524972915,561,106,563,0.1882770870337478,2,2,1.8399733e-08 0.9999987 2.3871731e-08 1.4011028e-08 2.5675094e-08 6.352138e-08 6.8928365e-09 9.429346e-07 1.2773377e-08 1.0329316e-07
live_test/github_java/sort_function/2/29.java,0.04811126976657873,0.1849942091994301,274,251,672,0.37351190476190477,2,2,3.898781e-10 0.99887997 3.486795e-10 3.2889013e-13 1.0718519e-12 0.0011200295 3.9194492e-10 1.14184e-09 6.5484796e-12 3.1286878e-09
live_test/github_java/sort_function/2/21.java,0.104126958047512,0.1400550343659267,129,107,633,0.16903633491311215,2,6,0.002427296 0.020992031 0.00012309356 0.00015430221 0.0001719505 0.97378844 0.00022042189 0.0005419532 0.0009093666 0.00067111535
live_test/github_java/sort_function/3/82.java,0.0021958475937930632,0.19956453151998949,576,6,623,0.009630818619582664,3,3,1.9863607e-11 7.987114e-11 1.0 1.3576888e-12 9.971451e-12 2.4097809e-11 1.5071683e-11 2.6843031e-11 1.58748e-09 5.5580762e-11
live_test/github_java/sort_function/3/78.java,0.14949634064904113,0.15640522573045618,542,263,570,0.4614035087719298,3,3,1.2134809e-11 3.190692e-12 1.0 2.0320072e-12 2.5574355e-11 4.6249858e-11 2.5450125e-11 3.5608595e-12 1.5180429e-10 4.8541395e-08
live_test/github_java/sort_function/3/87.java,0.10239075813673108,0.19011325202335883,417,116,422,0.27488151658767773,3,3,1.12637434e-10 2.5945402e-11 1.0 3.4532065e-12 1.06144385e-10 1.0441449e-10 6.1837584e-11 2.274756e-11 3.5240346e-09 2.556554e-10
live_test/github_java/sort_function/3/109.java,0.09616729469983451,0.19288564439458394,251,132,521,0.2533589251439539,3,3,5.729119e-11 2.5039961e-09 1.0 5.820915e-11 3.1882136e-10 2.892882e-09 3.965042e-10 2.7848603e-09 3.487421e-08 2.074723e-08
live_test/github_java/sort_function/3/67.java,0.04131651696043349,0.18996459742968116,1224,162,1830,0.08852459016393442,3,3,5.368335e-25 4.960408e-19 1.0 1.533153e-22 6.972557e-23 1.9200463e-19 3.0045748e-22 5.750657e-21 3.2385753e-21 1.2516988e-13
live_test/github_java/sort_function/3/58.java,0.1669733319484688,0.13080698169655783,558,478,563,0.8490230905861457,3,3,8.501159e-11 3.5555777e-11 0.9999989 5.0398883e-13 6.850209e-11 1.4978566e-10 3.2956804e-11 1.06211455e-11 2.7477481e-10 1.0215431e-06
live_test/github_java/sort_function/3/113.java,0.008319430873123292,0.23053302436610967,206,13,537,0.024208566108007448,3,3,2.1296949e-09 5.5372467e-09 0.9999999 3.3900909e-09 7.7360357e-10 2.6536714e-08 6.810011e-08 1.4891277e-09 3.5751833e-09 2.7061601e-08
live_test/github_java/sort_function/3/105.java,nan,0.2111135638346756,None,1,801,0.0012484394506866417,3,3,6.676819e-11 5.899086e-11 0.9999999 2.616542e-10 6.580881e-11 3.7278677e-10 1.4467049e-09 3.3296765e-11 2.2247861e-09 1.6549029e-07
live_test/github_java/sort_function/3/19.java,nan,0.20313710974867358,None,1,1001,0.000999000999000999,3,3,1.0163927e-12 6.29376e-13 1.0 1.9932644e-11 9.520707e-12 2.9079206e-11 4.6351546e-13 5.2637887e-14 5.098203e-13 1.9037673e-12
live_test/github_java/sort_function/3/36.java,0.1845171325117897,0.18844283135849904,166,149,168,0.8869047619047619,3,5,0.0014506885 0.00088713056 0.16125433 0.0004160926 0.68029827 0.00027504796 0.0014303519 0.04701478 0.07854244 0.028430892
live_test/github_java/sort_function/3/41.java,0.13547696900173528,0.19352293112930524,1164,584,1583,0.36891977258370184,3,3,1.10403684e-13 4.811731e-14 1.0 2.5652874e-14 1.7921082e-12 2.0375786e-10 5.0708448e-17 3.866231e-14 5.1314454e-15 1.05575194e-10
live_test/github_java/sort_function/3/74.java,0.09715034168729936,0.194207526028886,317,150,553,0.27124773960216997,3,3,4.6036156e-08 1.663808e-07 0.99998486 4.7562656e-09 1.3874834e-08 1.4660387e-05 5.1643084e-08 5.3521568e-08 7.877424e-08 7.693652e-08
live_test/github_java/sort_function/3/79.java,0.12073291555226172,0.18271840154759833,389,129,394,0.32741116751269034,3,3,6.214963e-06 7.3054407e-09 0.9999937 1.935284e-09 7.7421625e-09 4.1783384e-08 9.4727376e-08 4.931554e-09 2.535083e-08 6.9654247e-09
live_test/github_java/sort_function/3/85.java,0.007488419937133833,0.22169266319531492,791,13,796,0.016331658291457288,3,3,3.832893e-12 5.6833146e-13 1.0 3.624609e-15 1.1572376e-12 1.0375089e-09 3.740282e-14 7.7358925e-13 1.0064605e-14 2.085578e-12
live_test/github_java/sort_function/3/9.java,0.09677125076324887,0.18752220584849452,408,108,643,0.16796267496111975,3,3,3.7901144e-11 1.2284956e-11 0.79774153 3.3943263e-12 8.186297e-11 4.0437934e-11 1.2766325e-10 1.9031159e-11 0.2022585 5.33782e-10
live_test/github_java/sort_function/3/16.java,0.2022469162877867,0.1322507053826258,343,320,345,0.927536231884058,3,3,1.0959406e-05 6.5319323e-06 0.99398214 6.427452e-06 1.7638791e-05 1.1626629e-05 4.9825736e-05 3.164436e-05 7.695988e-05 0.0058062896
live_test/github_java/sort_function/3/20.java,0.08945497078939156,0.19260003813852825,454,212,631,0.3359746434231379,3,3,9.4433705e-09 2.1245556e-08 0.99998474 1.6262702e-09 1.3944893e-09 1.522829e-05 2.3029394e-08 6.8604877e-09 6.0667977e-09 1.0569397e-08
live_test/github_java/sort_function/3/97.java,0.1122338311611653,0.175115958225056,379,183,563,0.325044404973357,3,3,8.480202e-06 2.7643831e-05 0.99870396 1.7611222e-06 9.951627e-06 0.0009918949 2.4967905e-05 9.8519144e-05 3.7032092e-05 9.57187e-05
live_test/github_java/sort_function/4/14.java,0.07612146627364656,0.21669658280386192,188,127,705,0.18014184397163122,4,4,2.1787877e-11 4.6518922e-10 2.2400372e-10 1.0 1.1055563e-09 1.9618136e-09 2.5898791e-10 3.8993004e-09 1.0257946e-10 6.9683315e-11
live_test/github_java/sort_function/4/106.java,0.027429679079905848,0.25219408529120974,195,175,709,0.2468265162200282,4,8,1.0802188e-05 0.017035306 7.5698307e-07 0.00036987106 4.6189125e-08 6.113708e-05 0.00013685263 0.98238486 4.017867e-08 2.5488714e-07
live_test/github_java/sort_function/4/6.java,0.09017914452579641,0.21088662039866704,558,252,563,0.44760213143872113,4,4,1.886381e-08 1.4065095e-09 4.1707235e-10 0.99999976 8.211397e-09 6.1170994e-08 6.777809e-08 1.0405432e-08 1.6123321e-08 6.4916996e-09
live_test/github_java/sort_function/4/10.java,0.029856856160855857,0.22269305938945333,464,25,782,0.0319693094629156,4,6,2.2174147e-08 6.245392e-07 2.3114764e-07 4.8755226e-07 2.585823e-08 0.9999975 3.2650772e-07 6.192161e-10 3.1629901e-10 8.7618656e-07
live_test/github_java/sort_function/4/35.java,0.07864875069338637,0.2083384166965668,149,127,747,0.17001338688085676,4,4,8.51011e-14 2.8247001e-12 6.498328e-13 1.0 6.315312e-12 1.1116937e-11 3.0406626e-12 5.9786044e-11 4.5944016e-13 8.496831e-13
live_test/github_java/sort_function/4/87.java,0.0774910015488505,0.2139661764735922,153,127,754,0.16843501326259946,4,4,1.3443734e-13 3.4089483e-12 1.1842853e-12 1.0 6.3883777e-12 1.3711753e-11 8.650996e-12 3.681183e-11 4.8213614e-13 9.965533e-13
live_test/github_java/sort_function/4/70.java,0.009821841401204073,0.21402814248029342,515,25,722,0.03462603878116344,4,4,9.2298835e-11 1.2854026e-07 2.370396e-13 0.9999999 1.807731e-13 7.749412e-11 3.6833248e-11 4.926796e-10 4.0928306e-15 1.0062541e-12
live_test/github_java/sort_function/4/25.java,nan,0.1993375201811463,None,1,765,0.00130718954248366,4,2,3.9655458e-08 0.9995291 2.8483635e-09 1.03450686e-10 2.3459344e-12 0.00047085332 1.3184121e-08 5.8316157e-08 4.8708723e-15 4.493933e-10
live_test/github_java/sort_function/4/64.java,0.0875153035012511,0.19993670257282262,472,175,477,0.3668763102725367,4,4,1.475512e-12 1.1714055e-12 3.4078682e-12 0.99999976 2.3083424e-09 3.7674855e-12 5.64025e-12 1.035504e-09 2.501122e-07 4.6459364e-12
live_test/github_java/sort_function/4/3.java,0.07072070299232422,0.19056632663373557,116,94,513,0.18323586744639375,4,4,1.2282347e-11 3.1550672e-11 5.026466e-12 1.0 3.5573503e-08 1.5804181e-11 8.498343e-12 3.6942769e-09 1.088884e-08 8.277304e-12
live_test/github_java/sort_function/4/55.java,nan,0.2281841531869065,None,1,562,0.0017793594306049821,4,4,0.054720264 2.5446554e-06 1.6151424e-05 0.9433077 0.00010257579 2.5660434e-05 9.618136e-05 0.0016202158 0.00010651333 2.2246033e-06
live_test/github_java/sort_function/4/8.java,0.22205254717824233,0.06382797168816433,679,618,684,0.9035087719298246,4,4,7.6570686e-15 6.9257106e-17 8.194171e-17 1.0 4.826117e-17 2.7116549e-14 7.390234e-09 5.302397e-16 2.2519587e-18 2.275398e-15
live_test/github_java/sort_function/4/102.java,0.06653141890306874,0.22226906345142391,587,275,589,0.466893039049236,4,6,0.0077761444 0.18937136 5.024303e-06 0.32681784 2.7721726e-05 0.46007767 0.013783661 0.00046783983 2.0661391e-06 0.0016707024
live_test/github_java/sort_function/4/89.java,0.03265100966751384,0.23037708104167126,371,185,749,0.24699599465954605,4,4,0.00060655765 3.927644e-06 0.0065065203 0.7261664 0.26464716 0.00022562672 0.00014648454 0.000104499864 0.0009882377 0.0006044877
live_test/github_java/sort_function/4/76.java,0.05398730520237874,0.1846449964052218,251,131,630,0.20793650793650795,4,4,1.5041554e-08 9.387532e-10 1.4508778e-09 1.0 1.2151566e-09 6.8255086e-09 7.781621e-09 2.0623452e-09 1.3540006e-09 1.2617953e-09
live_test/github_java/sort_function/4/2.java,0.06707780790654835,0.19098565083788982,499,99,501,0.19760479041916168,4,4,1.1352744e-05 1.872342e-05 7.44322e-07 0.99993336 6.0811094e-06 1.5244499e-06 1.9736542e-06 2.4026838e-05 1.7527296e-06 4.2223502e-07
live_test/github_java/sort_function/4/120.java,0.2050804743497828,0.12941451754912037,793,741,1068,0.6938202247191011,4,4,1.6167825e-05 0.0009861676 0.0060437922 0.49271554 3.903032e-06 0.40964845 0.017544797 0.026157781 1.7411705e-07 0.04688327
live_test/github_java/sort_function/4/121.java,nan,0.23396027304484535,None,1,441,0.0022675736961451248,4,4,2.6887673e-14 5.8257685e-15 2.9788732e-15 1.0 1.1293549e-12 1.4553835e-14 7.904867e-14 2.6236896e-13 3.406561e-13 3.9179357e-14
live_test/github_java/sort_function/4/100.java,nan,0.20893916626610012,None,1,686,0.0014577259475218659,4,9,5.1780285e-11 5.03301e-11 1.9505675e-09 0.00050781074 0.0029443093 3.5682103e-11 6.494071e-11 1.0914149e-07 0.99654776 1.7901155e-09
live_test/github_java/sort_function/4/9.java,0.0677135263406526,0.22220673671127222,946,95,1148,0.08275261324041812,4,4,3.499827e-20 4.482779e-17 2.9599278e-19 1.0 1.1371244e-21 2.0552812e-16 4.3331062e-17 5.886259e-16 1.1811189e-22 3.0717255e-20
live_test/github_java/sort_function/4/103.java,0.07148410481896914,0.20387681041114378,167,145,430,0.3372093023255814,4,4,3.353942e-14 4.2641997e-14 1.922623e-14 0.9999995 5.755435e-11 3.9962594e-14 5.644044e-13 6.8178835e-12 4.3969246e-07 1.0511947e-13
live_test/github_java/sort_function/5/88.java,0.16266689649377836,0.11198664631068589,256,236,258,0.9147286821705426,5,5,0.4325107 0.0006764031 0.0012167838 0.00059588 0.5535279 0.0008076858 0.0017043744 0.0003686371 0.00037784595 0.008213758
live_test/github_java/sort_function/5/82.java,nan,0.20048378710444328,None,1,287,0.003484320557491289,5,5,0.0001337718 2.0906604e-08 0.0004303002 1.0986627e-07 0.9994319 1.5392934e-07 1.17564056e-07 5.1335892e-08 3.1669654e-06 2.7902416e-07
live_test/github_java/sort_function/5/81.java,0.15599771418549846,0.13809235893628893,234,200,236,0.847457627118644,5,5,0.00012666004 6.974668e-05 0.0014851316 4.910396e-05 0.9865914 2.5604766e-05 4.440033e-05 0.00018196723 0.011245756 0.0001802408
live_test/github_java/sort_function/5/134.java,0.18249822610295433,0.12804274182681288,254,234,256,0.9140625,5,1,0.999931 6.422794e-06 5.512053e-06 1.0526994e-06 7.163156e-06 8.065797e-06 2.3905508e-05 1.3652746e-05 5.818888e-07 2.67075e-06
live_test/github_java/sort_function/5/35.java,0.06448275910459433,0.2202683665591621,107,97,223,0.4349775784753363,5,5,0.007945676 0.0002670946 0.00044643864 0.00012866773 0.98835677 0.00022817528 0.00042382476 0.00022038574 0.0005824515 0.0014005498
live_test/github_java/sort_function/5/78.java,0.1476560636115351,0.15286776211637856,201,183,203,0.9014778325123153,5,5,0.0007138712 1.6603336e-06 3.909336e-06 5.642806e-06 0.9987274 3.1199318e-06 6.465574e-06 8.139524e-06 5.8737012e-05 0.00047103167
live_test/github_java/sort_function/5/47.java,nan,0.18904403270797235,None,1,214,0.004672897196261682,5,5,0.010492476 1.6920614e-05 1.6736629e-05 1.2355702e-05 0.98871887 1.0578819e-05 1.3579767e-05 0.0003416147 9.69223e-06 0.00036710562
live_test/github_java/sort_function/5/22.java,0.1632093954525724,0.10915493742316733,243,221,245,0.9020408163265307,5,5,0.0008262358 4.0919253e-06 7.782071e-06 1.730453e-05 0.99800986 4.077967e-06 1.3670523e-05 1.5920288e-05 0.00016692714 0.00093418534
live_test/github_java/sort_function/5/115.java,0.11651744490368739,0.15820892747869472,185,163,279,0.5842293906810035,5,9,6.2596024e-05 2.8105716e-05 3.1462117e-05 2.6970529e-05 0.0035336213 4.0511968e-05 0.00040540047 9.496506e-05 0.99570763 6.870149e-05
live_test/github_java/sort_function/5/24.java,0.19934381482421934,0.11274000373729828,215,179,217,0.8248847926267281,5,5,4.7861606e-05 6.366927e-06 5.6594476e-05 8.838654e-05 0.96384466 2.7858969e-05 8.360006e-05 3.75779e-05 0.03478984 0.0010172658
live_test/github_java/sort_function/5/113.java,0.09978197487300793,0.16972734263640119,266,141,268,0.5261194029850746,5,9,0.0002686997 0.00010695843 0.00014849807 3.9826213e-05 0.022075407 3.7886242e-05 0.004393163 0.0001770887 0.9726064 0.00014607444
live_test/github_java/sort_function/5/34.java,0.15641000829113377,0.13816384417706967,187,165,189,0.873015873015873,5,5,0.002606105 2.0363884e-06 5.4615048e-06 7.941571e-06 0.99663746 2.827442e-06 1.3206352e-05 8.866571e-06 0.00016383217 0.00055232336
live_test/github_java/sort_function/5/3.java,0.13935290462575842,0.16715599566171818,151,130,244,0.5327868852459017,5,5,0.00014016787 8.56365e-05 8.116411e-05 5.3352018e-05 0.99849474 7.995617e-05 0.00019016583 0.00030168897 0.000446019 0.00012695929
live_test/github_java/sort_function/5/23.java,0.17988209872701597,0.09875179826923107,256,227,258,0.8798449612403101,5,5,0.012821592 0.003089253 0.0074673104 0.0020573859 0.66117316 0.0075303824 0.008767035 0.22451931 0.015851688 0.05672285
live_test/github_java/sort_function/5/105.java,0.17103613681612678,0.13311194742185328,200,180,202,0.8910891089108911,5,5,0.0007505313 1.9473289e-06 4.716081e-06 1.3606604e-05 0.99855787 3.0924864e-06 1.332185e-05 9.152097e-06 0.00017336395 0.00047231052
live_test/github_java/sort_function/5/19.java,0.1585061481943418,0.13772882094605154,209,187,211,0.8862559241706162,5,5,0.01577915 3.7339735e-06 7.307294e-06 1.1951495e-05 0.9827223 4.0816612e-06 1.705643e-05 1.1933045e-05 3.4998757e-05 0.0014075066
live_test/github_java/sort_function/5/26.java,nan,0.19233175121996696,None,1,216,0.004629629629629629,5,5,0.0036337026 9.080834e-08 6.749066e-07 2.3493722e-07 0.9959921 1.766088e-07 3.2007577e-07 2.7519988e-07 0.00036297663 9.501932e-06
live_test/github_java/sort_function/5/53.java,0.14467770722325884,0.19871625973239543,162,137,164,0.8353658536585366,5,5,0.00026710704 1.6207327e-05 5.051758e-05 4.9619255e-05 0.9801041 2.4421648e-05 0.0022968757 3.187122e-05 0.010695771 0.006463627
live_test/github_java/sort_function/5/77.java,0.13161863657630582,0.18669720714766883,207,182,209,0.8708133971291866,5,5,0.12661414 3.1093114e-05 0.000109752764 0.00011646034 0.8470481 0.00016407069 0.00045002688 0.00012196153 0.021689238 0.0036551668
live_test/github_java/sort_function/5/29.java,0.1537801824308419,0.1732976964149914,195,168,197,0.8527918781725888,5,5,0.00046836885 1.4696174e-05 6.266526e-05 4.1856478e-05 0.9976363 2.4306106e-05 6.739788e-05 8.482192e-05 0.00012634163 0.0014731929
live_test/github_java/sort_function/5/9.java,0.1436568458556532,0.1721392558238408,239,217,241,0.9004149377593361,5,5,0.0011713518 2.7728773e-05 9.998503e-05 4.168696e-05 0.9959144 0.0018042573 0.00012749349 5.4738288e-05 0.00056740886 0.00019101515
live_test/github_java/sort_function/5/62.java,0.19233030341031765,0.13334578479038664,247,208,249,0.8353413654618473,5,5,0.0006934543 0.00011243241 0.0006800186 0.0005576431 0.78544545 0.00041974935 0.00092501973 0.00025865706 0.0018208268 0.20908669
live_test/github_java/sort_function/5/119.java,0.11038558429741306,0.1642335640865897,169,147,268,0.5485074626865671,5,5,0.00844372 0.0047285855 0.0060108793 0.0037074073 0.7992101 0.0036115095 0.013017582 0.008696636 0.13185105 0.020722607
live_test/github_java/sort_function/5/104.java,0.19934381482421934,0.11274000373729828,215,179,217,0.8248847926267281,5,5,4.7861606e-05 6.366927e-06 5.6594476e-05 8.838654e-05 0.96384466 2.7858969e-05 8.360006e-05 3.75779e-05 0.03478984 0.0010172658
live_test/github_java/sort_function/6/88.java,0.01485156156263512,0.19239426408874777,141,73,1204,0.0606312292358804,6,6,1.7555142e-14 1.375526e-15 1.0898552e-14 7.405564e-15 9.865986e-15 1.0 6.2275993e-15 7.540104e-17 5.032768e-16 7.1122583e-09
live_test/github_java/sort_function/6/82.java,0.002138808475849953,0.20091805751816555,113,6,526,0.011406844106463879,6,6,1.0052052e-05 4.886462e-07 3.874685e-05 1.7230487e-08 7.764498e-08 0.99978215 0.00016706591 2.7296375e-08 2.9031924e-07 1.1457583e-06
